,0
30,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]]"
31,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]]"
32,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]]"
33,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]]"
34,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]]"
35,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06344475 0.50344225 0.08438224]]"
36,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06303712 0.51076706 0.09102151]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06343139 0.50161911 0.0807838 ]]"
37,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06343139 0.50161911 0.0807838 ]
 [0.06264284 0.50533073 0.08332167]]"
38,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.06343139 0.50483454 0.09667788]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06343139 0.50161911 0.0807838 ]
 [0.06264284 0.50533073 0.08332167]
 [0.06352495 0.49864844 0.08235885]]"
39,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06343139 0.50161911 0.0807838 ]
 [0.06352495 0.49864844 0.08235885]
 [0.06254928 0.50198537 0.08000203]]"
40,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06343139 0.50161911 0.0807838 ]
 [0.06352495 0.49864844 0.08235885]
 [0.06254928 0.50198537 0.08000203]
 [0.06339129 0.49454197 0.08260606]]"
41,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06352495 0.49864844 0.08235885]
 [0.06254928 0.50198537 0.08000203]
 [0.06339129 0.49454197 0.08260606]
 [0.06253592 0.50050674 0.08016299]]"
42,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06254928 0.50198537 0.08000203]
 [0.06253592 0.50050674 0.08016299]
 [0.06336456 0.49215889 0.08233877]]"
43,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06336456 0.49215889 0.08233877]
 [0.06249582 0.49940112 0.07722848]]"
44,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06336456 0.49215889 0.08233877]
 [0.06249582 0.49940112 0.07722848]
 [0.06315072 0.48584118 0.08357182]]"
45,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06336456 0.49215889 0.08233877]
 [0.06249582 0.49940112 0.07722848]
 [0.06315072 0.48584118 0.08357182]
 [0.06255597 0.49681059 0.07707904]]"
46,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06249582 0.49940112 0.07722848]
 [0.06315072 0.48584118 0.08357182]
 [0.06255597 0.49681059 0.07707904]
 [0.0633111  0.48980432 0.08070051]]"
47,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06249582 0.49940112 0.07722848]
 [0.06315072 0.48584118 0.08357182]
 [0.06255597 0.49681059 0.07707904]
 [0.0633111  0.48980432 0.08070051]
 [0.06271635 0.49560607 0.07813961]]"
48,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06249582 0.49940112 0.07722848]
 [0.06315072 0.48584118 0.08357182]
 [0.06255597 0.49681059 0.07707904]
 [0.0633111  0.48980432 0.08070051]
 [0.06271635 0.49560607 0.07813961]
 [0.06365192 0.45740149 0.10073879]]"
49,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06249582 0.49940112 0.07722848]
 [0.06255597 0.49681059 0.07707904]
 [0.06365192 0.45740149 0.10073879]
 [0.06240895 0.48456496 0.07746712]]"
50,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06249582 0.49940112 0.07722848]
 [0.06255597 0.49681059 0.07707904]
 [0.06365192 0.45740149 0.10073879]
 [0.06240895 0.48456496 0.07746712]
 [0.06356504 0.45163743 0.1076946 ]]"
51,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06365192 0.45740149 0.10073879]
 [0.06356504 0.45163743 0.1076946 ]
 [0.06238222 0.48390443 0.07680319]]"
52,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.0663116  0.47856678 0.09039675]
 [0.06625814 0.4783941  0.09055605]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06365192 0.45740149 0.10073879]
 [0.06356504 0.45163743 0.1076946 ]
 [0.06238222 0.48390443 0.07680319]]"
53,"[[0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.0566619  0.81774744 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.056702   0.81770469 0.08120618]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.05365472 0.60816088 0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05364804 0.608168   0.33393395]
 [0.05902086 0.55581604 0.38930765]
 [0.05902086 0.55581604 0.38930765]
 [0.07118991 0.46647558 0.08916499]
 [0.061313   0.51582065 0.0904639 ]
 [0.06579035 0.48210826 0.09136942]
 [0.06087863 0.51708761 0.09100999]
 [0.06563665 0.47790832 0.09462814]
 [0.06598415 0.44699125 0.11728511]
 [0.06365192 0.45740149 0.10073879]
 [0.06356504 0.45163743 0.1076946 ]
 [0.06238222 0.48390443 0.07680319]
 [0.06601088 0.47509777 0.08805801]]"
